B04;B03;B02;B8A;feature_key
0.1262;0.1315;0.1041;0.3598;2
0.1274;0.1341;0.1045;0.374;2
0.1253;0.1329;0.1047;0.3641;2
0.1295;0.1334;0.1048;0.3704;2
0.1267;0.1328;0.1044;0.3683;2
0.1288;0.1338;0.1072;0.347;2
0.1298;0.1348;0.1071;0.3585;2
0.1247;0.1336;0.1039;0.3728;2
0.1238;0.1329;0.1045;0.3725;2
0.1223;0.1313;0.1039;0.3678;2
0.1229;0.1337;0.104;0.3774;2
0.1218;0.1308;0.1052;0.3649;2
0.122;0.131;0.1047;0.3626;2
0.122;0.1323;0.1038;0.3659;2
0.134;0.1399;0.1112;0.374;2
0.1478;0.1444;0.1184;0.3338;2
0.1286;0.126;0.107;0.2749;2
0.1263;0.1253;0.1052;0.2987;2
0.1304;0.1363;0.1047;0.3648;2
0.1291;0.139;0.1056;0.3891;2
0.1244;0.1329;0.1031;0.3688;2
0.1275;0.1334;0.1036;0.3645;2
0.1235;0.1323;0.1034;0.3844;2
0.1254;0.1348;0.1035;0.3873;2
0.1286;0.135;0.1038;0.3943;2
0.1306;0.1354;0.1043;0.3881;2
0.1327;0.1356;0.1043;0.3924;2
0.1307;0.1311;0.1032;0.3623;2
0.1406;0.1394;0.1044;0.3785;2
0.1396;0.1343;0.1038;0.3656;2
0.1378;0.1358;0.1043;0.3731;2
0.1267;0.1318;0.1039;0.353;2
0.1319;0.1338;0.1042;0.3735;2
0.1303;0.1313;0.1036;0.3468;2
0.1301;0.1312;0.1035;0.3486;2
0.131;0.1309;0.1037;0.3521;2
0.1343;0.1378;0.1059;0.3837;2
0.1486;0.1492;0.1169;0.3986;2
0.1348;0.1407;0.1129;0.3417;2
0.1226;0.1255;0.1009;0.3192;2
0.1355;0.1384;0.1052;0.4008;2
0.1373;0.139;0.1053;0.3972;2
0.1318;0.1322;0.1059;0.3513;2
0.1297;0.1314;0.1064;0.3482;2
0.1333;0.1321;0.1084;0.3289;2
0.1327;0.1316;0.108;0.3128;2
0.1277;0.1308;0.1055;0.3405;2
0.1276;0.1304;0.1034;0.3488;2
0.1241;0.1259;0.1029;0.3225;2
0.1273;0.1298;0.1052;0.3221;2
0.1497;0.1425;0.1148;0.3567;2
0.1411;0.1342;0.1131;0.2824;2
0.1201;0.116;0.1004;0.2263;2
0.1265;0.1306;0.1036;0.3337;2
0.1286;0.134;0.1061;0.3608;2
0.1265;0.1329;0.1054;0.3634;2
0.1279;0.1337;0.105;0.3744;2
0.129;0.1321;0.1058;0.3498;2
0.128;0.1345;0.1063;0.3601;2
0.1295;0.1354;0.1063;0.3545;2
0.1294;0.1339;0.107;0.3166;2
0.1268;0.1328;0.1054;0.3628;2
0.1259;0.1341;0.1063;0.3789;2
0.1274;0.1362;0.1068;0.3669;2
0.124;0.1334;0.1057;0.3733;2
0.1232;0.1337;0.106;0.3693;2
0.1227;0.1327;0.1056;0.3536;2
0.1223;0.1315;0.1043;0.3556;2
0.1281;0.1299;0.1071;0.3053;2
0.1217;0.1237;0.1036;0.2657;2
0.1175;0.1254;0.1019;0.311;2
0.1159;0.1203;0.1011;0.2811;2
0.1274;0.1373;0.106;0.3864;2
0.1265;0.1353;0.1044;0.3896;2
0.1256;0.1351;0.1042;0.3853;2
0.1242;0.1302;0.1028;0.3567;2
0.124;0.1304;0.1035;0.3656;2
0.129;0.1347;0.1049;0.3893;2
0.1297;0.1377;0.1043;0.3858;2
0.1373;0.137;0.1047;0.3812;2
0.1348;0.1339;0.1039;0.3758;2
0.1359;0.1346;0.1052;0.3631;2
0.1353;0.1368;0.1055;0.3781;2
0.138;0.1376;0.1053;0.3866;2
0.1314;0.1351;0.1056;0.3716;2
0.1289;0.1346;0.1058;0.3748;2
0.1328;0.1369;0.1042;0.3947;2
0.1336;0.1356;0.1058;0.3712;2
0.135;0.1361;0.1067;0.3694;2
0.163;0.1585;0.1259;0.4001;2
0.1358;0.1347;0.1106;0.3017;2
0.1293;0.1312;0.1029;0.3502;2
0.1352;0.1389;0.1041;0.3918;2
0.1374;0.1392;0.1058;0.4015;2
0.1351;0.1374;0.1062;0.3859;2
0.1318;0.1324;0.1055;0.3475;2
0.1295;0.1293;0.1055;0.3348;2
0.1269;0.1312;0.1055;0.3473;2
0.1304;0.1319;0.1078;0.3311;2
0.1289;0.1324;0.1062;0.3397;2
0.1316;0.1357;0.1076;0.3666;2
0.1297;0.135;0.1052;0.3835;2
0.1263;0.1298;0.1043;0.3412;2
0.1287;0.1274;0.1052;0.2857;2
0.1226;0.1193;0.1006;0.2522;2
0.1321;0.1317;0.1053;0.335;2
0.1278;0.136;0.1064;0.3689;2
0.1294;0.1334;0.105;0.3698;2
0.1346;0.1355;0.1069;0.3781;2
0.1283;0.133;0.1053;0.3602;2
0.1312;0.1354;0.1072;0.3568;2
0.1338;0.1392;0.1095;0.3822;2
0.1348;0.1384;0.11;0.3734;2
0.1318;0.1355;0.1089;0.3326;2
0.1261;0.132;0.1058;0.3288;2
0.1289;0.1327;0.1066;0.3244;2
0.1267;0.1322;0.1051;0.3274;2
0.1266;0.1357;0.1048;0.3604;2
0.127;0.134;0.1067;0.357;2
0.1297;0.137;0.1076;0.3518;2
0.13;0.1361;0.1084;0.3496;2
0.1274;0.134;0.108;0.3322;2
0.1272;0.1338;0.107;0.3505;2
0.1212;0.1289;0.1032;0.346;2
0.1186;0.1285;0.1027;0.3425;2
0.1221;0.1305;0.1038;0.3387;2
0.126;0.1331;0.1046;0.371;2
0.1255;0.1314;0.1041;0.3771;2
0.1234;0.1309;0.1045;0.3807;2
0.1255;0.1329;0.1036;0.378;2
0.128;0.1348;0.1044;0.3676;2
0.133;0.1344;0.1052;0.3637;2
0.1385;0.1358;0.1057;0.3757;2
0.1392;0.1357;0.1054;0.3717;2
0.1379;0.1327;0.1047;0.3575;2
0.1342;0.134;0.1039;0.3674;2
0.1371;0.1335;0.1047;0.371;2
0.132;0.1347;0.1047;0.3706;2
0.128;0.1314;0.1035;0.356;2
0.1354;0.1367;0.1079;0.3735;2
0.1536;0.1526;0.1211;0.3769;2
0.1314;0.1297;0.1072;0.2989;2
0.1365;0.1344;0.1054;0.354;2
0.1327;0.131;0.1039;0.3491;2
0.1346;0.1341;0.1043;0.3573;2
0.1313;0.1312;0.1028;0.3543;2
0.1353;0.1374;0.1063;0.3859;2
0.1294;0.132;0.1052;0.3486;2
0.1313;0.132;0.1051;0.3511;2
0.1267;0.1299;0.1035;0.3497;2
0.129;0.1327;0.105;0.3547;2
0.1302;0.1328;0.1065;0.3462;2
0.1308;0.1332;0.1082;0.3341;2
0.1303;0.1322;0.1078;0.3365;2
0.1352;0.1397;0.1083;0.3986;2
0.1324;0.1383;0.1089;0.38;2
0.1361;0.136;0.1077;0.3415;2
0.1306;0.1318;0.1066;0.335;2
0.1308;0.1314;0.106;0.3473;2
0.1358;0.1364;0.1067;0.3645;2
0.1312;0.1325;0.1058;0.3457;2
0.1368;0.1383;0.1095;0.3525;2
0.1422;0.14;0.1131;0.3524;2
0.1317;0.1324;0.1071;0.3399;2
0.131;0.1299;0.1073;0.3138;2
0.1351;0.1367;0.1108;0.3262;2
0.1448;0.1472;0.1159;0.3772;2
0.1329;0.1397;0.1093;0.3483;2
0.1224;0.1293;0.1039;0.3159;2
0.1211;0.1269;0.1021;0.3059;2
0.1188;0.1242;0.1006;0.29;2
0.1258;0.1297;0.1051;0.3141;2
0.1207;0.1222;0.1021;0.2851;2
0.1259;0.127;0.1032;0.278;2
0.1288;0.1275;0.1059;0.2947;2
0.1273;0.1316;0.1052;0.3378;2
0.1279;0.133;0.1067;0.3679;2
0.1261;0.1351;0.1053;0.3782;2
0.1298;0.1349;0.1083;0.3525;2
0.127;0.1331;0.104;0.3703;2
0.1261;0.1308;0.1042;0.3434;2
0.1254;0.1333;0.1038;0.3806;2
0.1279;0.1352;0.1044;0.3823;2
0.1271;0.1319;0.1034;0.3489;2
0.1253;0.1279;0.1026;0.3237;2
0.1323;0.1331;0.105;0.3424;2
0.1361;0.1344;0.1062;0.3545;2
0.1365;0.1338;0.1058;0.3562;2
0.1383;0.1387;0.1069;0.3892;2
0.1333;0.1361;0.1057;0.3827;2
0.1391;0.1418;0.1105;0.3894;2
0.1582;0.1558;0.1233;0.3617;2
0.127;0.1273;0.1042;0.2973;2
0.1252;0.1266;0.102;0.3179;2
0.1245;0.1271;0.1018;0.3233;2
0.1257;0.1274;0.1016;0.3287;2
0.127;0.1275;0.1012;0.3366;2
0.1282;0.1273;0.1018;0.3429;2
0.1276;0.1289;0.102;0.3319;2
0.1318;0.1331;0.1044;0.3632;2
0.1319;0.1318;0.1033;0.3551;2
0.1348;0.135;0.1047;0.3735;2
0.1321;0.1337;0.1059;0.3645;2
0.1308;0.1331;0.1076;0.3476;2
0.1271;0.131;0.1052;0.3558;2
0.1373;0.1381;0.1104;0.3733;2
0.1283;0.1286;0.1067;0.3264;2
0.1164;0.1178;0.1;0.2588;2
0.1225;0.1246;0.1031;0.2932;2
0.1277;0.1316;0.1058;0.3353;2
0.1316;0.135;0.1075;0.3601;2
0.1321;0.1354;0.1058;0.3742;2
0.1303;0.1367;0.1067;0.3768;2
0.1323;0.1331;0.1081;0.3327;2
0.1275;0.1292;0.105;0.3369;2
0.1276;0.1298;0.1067;0.3302;2
0.1412;0.1383;0.1146;0.3254;2
0.1547;0.1501;0.1237;0.3326;2
0.1362;0.1365;0.1115;0.2951;2
0.1244;0.1297;0.1046;0.3377;2
0.1272;0.134;0.1068;0.3666;2
0.1289;0.1355;0.1059;0.3739;2
0.13;0.1365;0.1064;0.3839;2
0.1278;0.1325;0.1055;0.336;2
0.1237;0.1303;0.1034;0.3599;2
0.1256;0.1321;0.104;0.3511;2
0.124;0.1266;0.1025;0.3159;2
0.122;0.1274;0.102;0.3272;2
0.1215;0.1215;0.1012;0.2755;2
0.1228;0.1245;0.102;0.2856;2
0.1244;0.1259;0.1032;0.3115;2
0.1223;0.1304;0.1041;0.3625;2
0.125;0.1338;0.1044;0.3865;2
0.1267;0.1328;0.1049;0.3795;2
0.1302;0.135;0.1043;0.3662;2
0.1295;0.132;0.1033;0.3517;2
0.1319;0.1338;0.1055;0.358;2
0.13;0.1316;0.1041;0.3523;2
0.1333;0.1331;0.1053;0.3466;2
0.1308;0.1331;0.106;0.3467;2
0.1546;0.1541;0.1194;0.4061;2
0.1375;0.138;0.1123;0.3162;2
0.1256;0.126;0.1006;0.3239;2
0.1396;0.1425;0.1061;0.4135;2
0.1327;0.1366;0.1047;0.3865;2
0.1287;0.1287;0.1021;0.3426;2
0.1296;0.1285;0.1031;0.3428;2
0.1355;0.1326;0.1045;0.3631;2
0.1319;0.1307;0.1026;0.3627;2
0.1339;0.1364;0.1039;0.3811;2
0.137;0.1372;0.1047;0.3746;2
0.1342;0.1344;0.1049;0.3591;2
0.1322;0.134;0.1044;0.3685;2
0.1251;0.1316;0.1032;0.3695;2
0.1299;0.1332;0.107;0.349;2
0.1295;0.1346;0.1064;0.3743;2
0.1275;0.1244;0.1049;0.2949;2
0.1171;0.1153;0.098;0.2516;2
0.126;0.1308;0.1048;0.3309;2
0.13;0.1339;0.1054;0.3528;2
0.1301;0.1343;0.1073;0.3485;2
0.1339;0.1338;0.1096;0.317;2
0.1338;0.1333;0.1095;0.3071;2
0.1328;0.1315;0.11;0.3058;2
0.1316;0.1312;0.1091;0.3037;2
0.1386;0.1371;0.1125;0.3268;2
0.1536;0.1501;0.1231;0.3406;2
0.148;0.1442;0.1182;0.331;2
0.1328;0.1307;0.108;0.3262;2
0.1337;0.1334;0.1081;0.3307;2
0.1295;0.1342;0.1072;0.3384;2
0.1288;0.1354;0.1083;0.3469;2
0.1312;0.1373;0.107;0.3732;2
0.1312;0.1366;0.1078;0.3645;2
0.1264;0.1319;0.1055;0.3472;2
0.1269;0.1346;0.1056;0.3693;2
0.129;0.1331;0.1066;0.3394;2
0.1303;0.134;0.1071;0.3419;2
0.1256;0.1325;0.1042;0.3758;2
0.1288;0.1344;0.1062;0.3548;2
0.1284;0.1328;0.1053;0.3587;2
0.1289;0.1325;0.1054;0.3578;2
0.1266;0.13;0.104;0.3322;2
0.1257;0.134;0.1049;0.3842;2
0.125;0.1328;0.1045;0.3746;2
0.1235;0.1307;0.1034;0.3675;2
0.1251;0.1308;0.1032;0.3484;2
0.1272;0.1291;0.1043;0.3349;2
0.1277;0.1317;0.1044;0.3444;2
0.1317;0.1336;0.106;0.3461;2
0.1635;0.1606;0.1255;0.4063;2
0.1415;0.1396;0.1137;0.3074;2
0.1363;0.1342;0.104;0.3574;2
0.1452;0.1412;0.1069;0.3993;2
0.1379;0.1372;0.1047;0.3919;2
0.1326;0.1351;0.1048;0.3727;2
0.1354;0.1354;0.1037;0.3708;2
0.134;0.1305;0.1042;0.3402;2
0.1336;0.1307;0.1032;0.3513;2
0.1297;0.1286;0.1022;0.3429;2
0.1313;0.136;0.103;0.3781;2
0.1385;0.142;0.1058;0.3997;2
0.138;0.1415;0.1065;0.4055;2
0.1346;0.1377;0.1045;0.3937;2
0.1273;0.1345;0.1034;0.3831;2
0.1283;0.1333;0.1055;0.3593;2
0.1284;0.1317;0.1034;0.3709;2
0.1194;0.1222;0.0994;0.3077;2
0.1284;0.1328;0.1036;0.3661;2
0.1298;0.1357;0.1055;0.3734;2
0.133;0.1328;0.1049;0.3608;2
0.1259;0.1287;0.1024;0.3276;2
0.1298;0.1321;0.1054;0.337;2
0.1314;0.1328;0.1083;0.326;2
0.1405;0.1398;0.1136;0.3488;2
0.1452;0.1426;0.1165;0.3345;2
0.1272;0.1269;0.1055;0.2728;2
0.1273;0.1278;0.1067;0.3004;2
0.1302;0.1293;0.1052;0.3312;2
0.1241;0.1245;0.1024;0.2997;2
0.1205;0.1201;0.1009;0.267;2
0.1288;0.1336;0.1075;0.324;2
0.129;0.1329;0.1072;0.3259;2
0.1305;0.1341;0.108;0.3344;2
0.1282;0.1335;0.1071;0.3419;2
0.126;0.1339;0.1055;0.364;2
0.1242;0.1296;0.1042;0.35;2
0.1284;0.1321;0.1054;0.3553;2
0.1262;0.1311;0.1049;0.3532;2
0.1272;0.1317;0.104;0.3536;2
0.1326;0.1355;0.1074;0.3562;2
0.1314;0.1321;0.1073;0.34;2
0.1255;0.1294;0.1032;0.3442;2
0.134;0.1364;0.1088;0.3646;2
0.1243;0.1327;0.1048;0.3729;2
0.1267;0.1331;0.1045;0.3624;2
0.1284;0.1366;0.1051;0.3731;2
0.1278;0.1317;0.1051;0.3551;2
0.1315;0.1355;0.1053;0.3565;2
0.137;0.1428;0.1116;0.3616;2
0.1354;0.1391;0.1115;0.3244;2
0.1345;0.1329;0.1041;0.3384;2
0.1432;0.1423;0.1069;0.4012;2
0.1427;0.1426;0.1068;0.408;2
0.136;0.1342;0.1039;0.3718;2
0.1301;0.1309;0.1021;0.3613;2
0.1364;0.1363;0.1052;0.3772;2
0.1341;0.1316;0.1036;0.3394;2
0.1353;0.1322;0.1034;0.3561;2
0.1311;0.1342;0.1038;0.3594;2
0.1363;0.1433;0.1054;0.4034;2
0.1381;0.1443;0.1056;0.4137;2
0.1377;0.1407;0.1051;0.3943;2
0.1386;0.1415;0.1055;0.411;2
0.1349;0.1372;0.104;0.3943;2
0.1311;0.1354;0.104;0.3921;2
0.1363;0.1383;0.1063;0.3883;2
0.133;0.1342;0.1054;0.3718;2
0.1317;0.1352;0.1053;0.3796;2
0.1265;0.1319;0.1034;0.3611;2
0.1258;0.1303;0.1025;0.3567;2
0.1293;0.1339;0.1051;0.3788;2
0.1439;0.1459;0.1129;0.3954;2
0.1403;0.1411;0.114;0.3337;2
0.1251;0.1269;0.104;0.2834;2
0.1252;0.13;0.1057;0.3293;2
0.1287;0.1364;0.1063;0.3726;2
0.1298;0.1319;0.1073;0.3127;2
0.121;0.1212;0.1011;0.2625;2
0.1278;0.1296;0.1061;0.294;2
0.1306;0.1337;0.1076;0.3274;2
0.1286;0.1322;0.1046;0.3512;2
0.1332;0.1353;0.1051;0.3709;2
0.1294;0.1333;0.1063;0.354;2
0.1266;0.1319;0.1055;0.3379;2
0.1238;0.1316;0.1038;0.3596;2
0.1255;0.1307;0.1038;0.365;2
0.1279;0.1329;0.1055;0.3552;2
0.1245;0.1285;0.1047;0.3433;2
0.124;0.1296;0.1025;0.3467;2
0.1252;0.1287;0.1036;0.3224;2
0.1265;0.1279;0.1031;0.335;2
0.1325;0.1303;0.1071;0.3279;2
0.1349;0.1305;0.1087;0.3234;2
0.1359;0.1327;0.1104;0.31;2
0.1262;0.1333;0.1042;0.3644;2
0.128;0.1359;0.1054;0.3728;2
0.1295;0.1339;0.1057;0.3692;2
0.1354;0.1401;0.1084;0.378;2
0.1305;0.1372;0.1064;0.3724;2
0.1278;0.1319;0.1042;0.3468;2
0.1434;0.1424;0.1071;0.3792;2
0.1399;0.1395;0.1069;0.382;2
0.138;0.138;0.1051;0.3828;2
0.1417;0.1381;0.1056;0.392;2
0.1397;0.1388;0.1056;0.3987;2
0.1389;0.1352;0.1057;0.384;2
0.1332;0.1328;0.1034;0.3685;2
0.1369;0.1347;0.1046;0.3633;2
0.1389;0.1424;0.1069;0.3947;2
0.139;0.1435;0.106;0.4061;2
0.1345;0.1366;0.104;0.387;2
0.1331;0.1356;0.1029;0.3722;2
0.1358;0.1421;0.1059;0.4076;2
0.1343;0.1387;0.1046;0.3994;2
0.1384;0.138;0.1063;0.3934;2
0.1333;0.1362;0.1049;0.3795;2
0.1337;0.1333;0.1053;0.3574;2
0.1317;0.1323;0.105;0.3537;2
0.1317;0.1359;0.106;0.3761;2
0.1457;0.1471;0.1139;0.3962;2
0.146;0.1435;0.1151;0.3361;2
0.1254;0.1277;0.1039;0.2946;2
0.1311;0.1322;0.1058;0.3344;2
0.1307;0.1344;0.1074;0.3452;2
0.1279;0.1323;0.1055;0.3383;2
0.1294;0.1354;0.1059;0.3492;2
0.1308;0.134;0.1076;0.3408;2
0.131;0.1359;0.1072;0.3379;2
0.1312;0.1318;0.1067;0.3246;2
0.1321;0.1346;0.1068;0.3299;2
0.1325;0.1348;0.1076;0.3438;2
0.1304;0.1341;0.1066;0.3568;2
0.1294;0.1338;0.1055;0.3449;2
0.1281;0.1345;0.1061;0.3534;2
0.1277;0.1347;0.1072;0.3463;2
0.1257;0.1314;0.1049;0.3495;2
0.1229;0.1316;0.1032;0.3594;2
0.1281;0.1328;0.1052;0.3544;2
0.1296;0.1365;0.1057;0.3652;2
0.1279;0.1333;0.105;0.3569;2
0.1275;0.1276;0.1044;0.3255;2
0.1381;0.1332;0.111;0.3334;2
0.1267;0.1221;0.1036;0.2744;2
0.1179;0.1222;0.0999;0.3013;2
0.1333;0.1373;0.1078;0.3815;2
0.1396;0.1446;0.1129;0.3742;2
0.1313;0.1402;0.1079;0.3871;2
0.1316;0.1389;0.1072;0.3772;2
0.132;0.1368;0.1049;0.3758;2
0.1363;0.1406;0.1066;0.3817;2
0.1357;0.139;0.1063;0.3794;2
0.1378;0.1403;0.1059;0.3972;2
0.144;0.1421;0.1073;0.4105;2
0.1379;0.1351;0.1042;0.3704;2
0.1365;0.1318;0.1039;0.3559;2
0.1386;0.1384;0.1058;0.3886;2
0.1392;0.1369;0.1063;0.3677;2
0.1417;0.1407;0.1058;0.3853;2
0.1408;0.141;0.106;0.3849;2
0.1442;0.1412;0.1055;0.3907;2
0.1415;0.1446;0.1057;0.4162;2
0.1379;0.1385;0.1045;0.3843;2
0.1362;0.1373;0.1052;0.3834;2
0.1346;0.1349;0.1048;0.3723;2
0.1373;0.1372;0.1071;0.3712;2
0.1389;0.1368;0.1074;0.3663;2
0.1519;0.1481;0.1153;0.3824;2
0.1458;0.1415;0.1123;0.3299;2
0.125;0.1252;0.1026;0.2856;2
0.1255;0.1332;0.1038;0.3646;2
0.1284;0.1358;0.1054;0.3895;2
0.1268;0.1333;0.1036;0.364;2
0.1296;0.1364;0.1058;0.3654;2
0.1299;0.1374;0.106;0.3857;2
0.1309;0.136;0.1063;0.3657;2
0.1295;0.1342;0.1066;0.3493;2
0.1283;0.1334;0.1053;0.3604;2
0.129;0.1321;0.1064;0.3393;2
0.1301;0.133;0.1062;0.3396;2
0.13;0.1319;0.1064;0.3348;2
0.1363;0.1382;0.1089;0.3675;2
0.1387;0.1389;0.1105;0.3679;2
0.1311;0.136;0.1061;0.35;2
0.1298;0.1333;0.1076;0.3206;2
0.1281;0.1324;0.1063;0.3271;2
0.1239;0.1303;0.1041;0.3461;2
0.1249;0.1303;0.1034;0.3555;2
0.1253;0.1296;0.1033;0.3462;2
0.123;0.1278;0.1023;0.3487;2
0.1233;0.1285;0.1029;0.3481;2
0.1193;0.1181;0.0997;0.263;2
0.1227;0.1261;0.102;0.3071;2
0.1298;0.1332;0.1067;0.3414;2
0.1336;0.1352;0.1084;0.3477;2
0.1322;0.141;0.1076;0.3685;2
0.128;0.1359;0.1063;0.3729;2
0.1257;0.1334;0.1049;0.3701;2
0.1301;0.1375;0.1066;0.3703;2
0.1295;0.1366;0.1045;0.3683;2
0.1315;0.1355;0.1049;0.3611;2
0.1356;0.1372;0.1062;0.3693;2
0.1371;0.1361;0.1058;0.3804;2
0.1397;0.1324;0.1049;0.3581;2
0.1364;0.1334;0.1045;0.3694;2
0.1316;0.1311;0.1032;0.3531;2
0.1362;0.1361;0.1053;0.3736;2
0.1384;0.1342;0.1058;0.3565;2
0.1402;0.1386;0.1063;0.3793;2
0.1412;0.1395;0.1052;0.3798;2
0.1377;0.1377;0.1038;0.3777;2
0.1355;0.1366;0.1046;0.3774;2
0.1364;0.137;0.1059;0.3677;2
0.1403;0.141;0.1078;0.3954;2
0.157;0.1534;0.1196;0.3978;2
0.142;0.1381;0.1128;0.3015;2
0.1246;0.1248;0.102;0.2774;2
0.1324;0.1329;0.1035;0.3575;2
0.1332;0.1413;0.107;0.4148;2
0.1305;0.1398;0.1062;0.3959;2
0.1286;0.1354;0.1051;0.3663;2
0.127;0.1366;0.1047;0.3943;2
0.1272;0.1362;0.1055;0.3783;2
0.1271;0.1345;0.1048;0.3662;2
0.1279;0.135;0.1065;0.3578;2
0.1308;0.1336;0.1072;0.3279;2
0.1321;0.1358;0.108;0.3365;2
0.1309;0.1337;0.1077;0.3309;2
0.1286;0.1327;0.1069;0.3355;2
0.1367;0.1375;0.1091;0.3688;2
0.1326;0.133;0.1066;0.3604;2
0.1241;0.125;0.103;0.3227;2
0.1283;0.1285;0.1035;0.307;2
0.129;0.133;0.1062;0.3296;2
0.1302;0.1335;0.1075;0.3269;2
0.1268;0.1291;0.1056;0.3164;2
0.1283;0.1301;0.1055;0.3271;2
0.127;0.131;0.1046;0.344;2
0.1274;0.1313;0.1053;0.3363;2
0.1275;0.131;0.1053;0.3377;2
0.1279;0.1319;0.105;0.3422;2
0.1267;0.133;0.1047;0.3437;2
0.1314;0.1355;0.1084;0.341;2
0.1289;0.1314;0.1074;0.3158;2
0.1244;0.1283;0.1033;0.335;2
0.1293;0.1377;0.1063;0.3816;2
0.1278;0.1349;0.1062;0.363;2
0.1272;0.1343;0.1047;0.3785;2
0.1302;0.1382;0.1067;0.3821;2
0.1289;0.1367;0.1048;0.3663;2
0.1292;0.133;0.1036;0.361;2
0.1312;0.134;0.1043;0.3606;2
0.1332;0.1338;0.1046;0.3626;2
0.1347;0.1337;0.1046;0.3597;2
0.1346;0.1378;0.1058;0.3921;2
0.1352;0.1342;0.1039;0.3595;2
0.1338;0.1353;0.1039;0.351;2
0.137;0.1367;0.1053;0.3538;2
0.1388;0.1401;0.1056;0.3786;2
0.1377;0.1395;0.1048;0.3745;2
0.1402;0.141;0.1073;0.3865;2
0.1622;0.1573;0.1232;0.3889;2
0.1469;0.1411;0.1165;0.3033;2
0.1274;0.1267;0.1038;0.2796;2
0.1303;0.1321;0.1031;0.3503;2
0.1383;0.1399;0.1055;0.4031;2
0.1311;0.1374;0.1058;0.3936;2
0.127;0.1328;0.1045;0.3595;2
0.1252;0.1337;0.1035;0.3792;2
0.1298;0.1364;0.1044;0.3849;2
0.1252;0.1345;0.103;0.3803;2
0.1269;0.1352;0.1046;0.3835;2
0.128;0.1353;0.1052;0.3755;2
0.1288;0.1354;0.1059;0.3726;2
0.1313;0.1321;0.1068;0.3229;2
0.1318;0.1329;0.1083;0.3148;2
0.1333;0.1334;0.1099;0.301;2
0.1303;0.1339;0.1075;0.3203;2
0.1255;0.124;0.1027;0.3285;2
0.119;0.1171;0.0981;0.2781;2
0.1218;0.1231;0.1003;0.2815;2
0.1313;0.1317;0.1064;0.3211;2
0.1276;0.1308;0.1061;0.3367;2
0.1249;0.1294;0.1041;0.3361;2
0.1266;0.1306;0.1054;0.3395;2
0.126;0.1311;0.1033;0.3569;2
0.1249;0.1323;0.1044;0.3478;2
0.1277;0.129;0.1041;0.34;2
0.1272;0.13;0.1049;0.3437;2
0.1299;0.1327;0.1055;0.3459;2
0.1331;0.1351;0.1093;0.3344;2
0.131;0.1311;0.1073;0.314;2
0.1258;0.13;0.1045;0.3376;2
0.1278;0.1322;0.1046;0.3552;2
0.1312;0.1374;0.106;0.3783;2
0.1258;0.1278;0.1034;0.3259;2
0.1241;0.1307;0.1032;0.3495;2
0.1293;0.1326;0.1055;0.3473;2
0.128;0.13;0.1046;0.3319;2
0.1289;0.1318;0.1052;0.3419;2
0.1351;0.1366;0.1058;0.3643;2
0.1371;0.138;0.1055;0.3745;2
0.1345;0.1363;0.1047;0.3663;2
0.1362;0.1378;0.1054;0.3695;2
0.1368;0.1361;0.1048;0.3597;2
0.1344;0.1357;0.1047;0.3516;2
0.1571;0.1523;0.1187;0.3933;2
0.1594;0.1505;0.1226;0.3342;2
0.1352;0.1299;0.1085;0.2754;2
0.1319;0.129;0.1043;0.3279;2
0.1328;0.1322;0.1033;0.3592;2
0.1374;0.1375;0.1042;0.3872;2
0.139;0.1405;0.106;0.4002;2
0.1318;0.1345;0.104;0.3637;2
0.1329;0.1394;0.1064;0.3965;2
0.1314;0.138;0.1055;0.3998;2
0.1304;0.1362;0.1042;0.3867;2
0.1291;0.1366;0.1047;0.3737;2
0.126;0.1343;0.1041;0.3735;2
0.1282;0.1341;0.1052;0.3648;2
0.1284;0.1336;0.1059;0.3454;2
0.1289;0.1336;0.1062;0.3282;2
0.1286;0.1297;0.1061;0.308;2
0.1315;0.132;0.1075;0.3195;2
0.1325;0.1331;0.1055;0.3313;2
0.1223;0.125;0.1018;0.3069;2
0.1225;0.1275;0.1013;0.3369;2
0.129;0.1338;0.1056;0.3527;2
0.1301;0.1329;0.1063;0.3351;2
0.13;0.1303;0.1065;0.3256;2
0.1257;0.1315;0.1049;0.3368;2
0.1289;0.1339;0.1058;0.3688;2
0.1271;0.1313;0.1044;0.3511;2
0.1271;0.1322;0.1059;0.355;2
0.1277;0.1302;0.1044;0.3462;2
0.1298;0.1319;0.1052;0.3355;2
0.13;0.1317;0.1062;0.3255;2
0.1309;0.1299;0.1071;0.2988;2
0.1438;0.1479;0.1131;0.3865;2
0.1494;0.1502;0.1163;0.3486;2
0.1462;0.1478;0.1147;0.3316;2
0.1401;0.1424;0.1112;0.3347;2
0.1332;0.1326;0.1071;0.3252;2
0.1346;0.1347;0.1054;0.349;2
0.1314;0.1339;0.1047;0.3417;2
0.1322;0.1346;0.1037;0.3568;2
0.1322;0.1348;0.104;0.3608;2
0.1342;0.1339;0.1042;0.3464;2
0.1348;0.1383;0.1045;0.3631;2
0.129;0.1285;0.1038;0.3041;2
0.1283;0.1221;0.103;0.2643;2
0.1352;0.1297;0.1066;0.3116;2
0.1301;0.1285;0.1024;0.3302;2
0.1351;0.1332;0.104;0.3612;2
0.1394;0.1389;0.1048;0.3874;2
0.1339;0.1361;0.1022;0.3724;2
0.1309;0.1375;0.1043;0.3783;2
