B04,B03,B02,B8A,label
0.2321,0.1504,0.0998,0.3832,3
0.2056,0.1426,0.0934,0.3883,3
0.2127,0.145,0.0964,0.3832,3
0.2327,0.1542,0.1046,0.387,3
0.2069,0.1401,0.0961,0.3643,3
0.0204,0.0378,0.0188,0.3529,2
0.0197,0.037,0.0187,0.3575,2
0.0194,0.036,0.0181,0.3568,2
0.0197,0.0354,0.0179,0.362,2
0.0197,0.037,0.0193,0.3742,2
0.02,0.0358,0.0184,0.373,2
0.0204,0.037,0.019,0.3716,2
0.0206,0.0368,0.0184,0.3694,2
0.0209,0.0359,0.0188,0.376,2
0.022,0.0373,0.0197,0.3678,2
0.0211,0.038,0.0197,0.3828,2
0.0206,0.0406,0.019,0.4116,2
0.0213,0.0387,0.0192,0.3884,2
0.0234,0.0386,0.0208,0.3681,2
0.0208,0.0379,0.0191,0.3989,2
0.0205,0.0377,0.0189,0.4025,2
0.0208,0.0362,0.0191,0.3858,2
0.0206,0.0357,0.0182,0.4001,2
0.0208,0.0363,0.0183,0.3885,2
0.0207,0.0373,0.0184,0.3968,2
0.0391,0.0518,0.0303,0.3842,2
0.0541,0.067,0.0397,0.3845,2
0.0303,0.0467,0.0229,0.3675,2
0.0195,0.0346,0.0182,0.3845,2
0.0202,0.0363,0.0194,0.3873,2
0.0216,0.035,0.0188,0.3584,2
0.021,0.0361,0.019,0.3724,2
0.0216,0.0366,0.0199,0.3775,2
0.021,0.0367,0.0192,0.3712,2
0.0215,0.0367,0.0183,0.3768,2
0.0271,0.0487,0.0236,0.4355,2
0.0232,0.04,0.0209,0.3755,2
0.0222,0.0372,0.0187,0.3557,2
0.0312,0.0468,0.0253,0.3827,2
0.0388,0.0562,0.0289,0.4204,2
0.0278,0.0502,0.024,0.4432,2
0.0222,0.0367,0.0195,0.3586,2
0.0215,0.0356,0.0191,0.3632,2
0.0211,0.036,0.019,0.3553,2
0.0219,0.037,0.0198,0.3912,2
0.0214,0.0364,0.0192,0.3802,2
0.0211,0.0372,0.0192,0.3829,2
0.0206,0.0357,0.0189,0.3745,2
0.0194,0.034,0.0184,0.3727,2
0.0202,0.0336,0.0181,0.3657,2
0.0212,0.0343,0.0187,0.3656,2
0.0205,0.0362,0.0183,0.3647,2
0.0203,0.0349,0.0182,0.3612,2
0.0206,0.0343,0.0179,0.3541,2
0.0203,0.0348,0.0186,0.3624,2
0.0292,0.0443,0.0232,0.371,2
0.041,0.058,0.0286,0.3872,2
0.0368,0.051,0.0275,0.4013,2
0.0221,0.041,0.0204,0.4336,2
0.1887,0.1277,0.0831,0.3819,3
0.1699,0.1168,0.0763,0.3793,3
0.2103,0.1358,0.0911,0.3528,3
0.2049,0.1332,0.0874,0.3492,3
0.2096,0.1395,0.0912,0.3773,3
0.2313,0.1515,0.1005,0.3897,3
0.2279,0.152,0.1019,0.3872,3
0.0229,0.0374,0.0199,0.3264,2
0.021,0.0382,0.019,0.3435,2
0.0205,0.0372,0.0183,0.3589,2
0.0205,0.0366,0.0186,0.357,2
0.0202,0.0365,0.0187,0.3545,2
0.0192,0.0352,0.018,0.3656,2
0.0202,0.0358,0.0188,0.3568,2
0.0212,0.0368,0.019,0.3729,2
0.0214,0.0374,0.0191,0.3725,2
0.0216,0.035,0.019,0.3752,2
0.0215,0.0356,0.0192,0.3567,2
0.0215,0.0362,0.0194,0.3677,2
0.0212,0.0388,0.0188,0.3919,2
0.021,0.0385,0.0189,0.4018,2
0.0218,0.0397,0.0202,0.3794,2
0.0215,0.0374,0.0187,0.3892,2
0.0202,0.0359,0.0183,0.3856,2
0.0203,0.036,0.0186,0.382,2
0.0213,0.0366,0.0184,0.3842,2
0.0227,0.0387,0.02,0.3888,2
0.047,0.0587,0.0342,0.385,2
0.0584,0.066,0.0382,0.3535,2
0.0313,0.0441,0.0231,0.3552,2
0.0207,0.0362,0.0188,0.3936,2
0.0207,0.0348,0.0179,0.3976,2
0.0205,0.0356,0.0183,0.387,2
0.0205,0.0352,0.0189,0.3751,2
0.0212,0.0372,0.0194,0.376,2
0.0207,0.0353,0.0189,0.3731,2
0.0202,0.0345,0.0186,0.3729,2
0.0196,0.0351,0.018,0.384,2
0.021,0.0355,0.0185,0.3861,2
0.0242,0.0402,0.0213,0.3661,2
0.0326,0.0504,0.0267,0.4137,2
0.0419,0.058,0.0307,0.4026,2
0.0297,0.0487,0.0241,0.3858,2
0.0211,0.0372,0.0192,0.3736,2
0.022,0.0357,0.0196,0.3579,2
0.0218,0.0361,0.0195,0.357,2
0.0198,0.0347,0.0187,0.3773,2
0.0202,0.0355,0.0189,0.3796,2
0.0207,0.0358,0.0192,0.3672,2
0.0211,0.0364,0.0198,0.3819,2
0.0212,0.0367,0.0194,0.3687,2
0.019,0.034,0.0181,0.3677,2
0.0206,0.0356,0.0186,0.3684,2
0.0224,0.0377,0.0194,0.3673,2
0.0207,0.0362,0.0182,0.3609,2
0.0201,0.0367,0.0188,0.3575,2
0.0207,0.0351,0.0187,0.3493,2
0.0221,0.0368,0.0197,0.353,2
0.0315,0.0456,0.0236,0.3567,2
0.0301,0.045,0.0229,0.3429,2
0.0234,0.0372,0.0197,0.3427,2
0.2235,0.1471,0.097,0.3855,3
0.0222,0.0377,0.02,0.3256,2
0.0208,0.0375,0.0188,0.3409,2
0.0213,0.0396,0.0195,0.3555,2
0.0207,0.0386,0.0192,0.3671,2
0.0193,0.0372,0.0186,0.3623,2
0.0196,0.0358,0.0179,0.3507,2
0.0194,0.0352,0.0175,0.3515,2
0.0218,0.0386,0.0191,0.3684,2
0.022,0.0385,0.0196,0.3696,2
0.0216,0.0366,0.0192,0.379,2
0.0214,0.0361,0.0189,0.3825,2
0.0214,0.0362,0.0188,0.3659,2
0.0216,0.038,0.0195,0.3741,2
0.0218,0.039,0.0194,0.3971,2
0.022,0.0381,0.0193,0.3756,2
0.0222,0.0384,0.02,0.3617,2
0.0216,0.0376,0.0191,0.3907,2
0.0212,0.0372,0.0187,0.3834,2
0.0236,0.0391,0.0196,0.3774,2
0.0614,0.0684,0.0433,0.3683,2
0.0524,0.0624,0.0346,0.3412,2
0.0262,0.0393,0.0208,0.3448,2
0.0239,0.039,0.0195,0.3617,2
0.0228,0.0382,0.0195,0.385,2
0.0204,0.0353,0.0179,0.3914,2
0.0205,0.0371,0.0184,0.3757,2
0.0204,0.0363,0.0189,0.3709,2
0.0207,0.0362,0.0187,0.3721,2
0.0204,0.0357,0.019,0.3687,2
0.0201,0.0345,0.0185,0.3733,2
0.0197,0.0346,0.0185,0.3812,2
0.0216,0.0358,0.0189,0.3899,2
0.0217,0.0352,0.0189,0.3737,2
0.0293,0.0459,0.0242,0.3892,2
0.0257,0.042,0.0214,0.365,2
0.0205,0.0368,0.0195,0.3693,2
0.0205,0.0366,0.0191,0.3665,2
0.0214,0.036,0.0184,0.3815,2
0.0216,0.0366,0.0192,0.3979,2
0.0201,0.0352,0.0188,0.3805,2
0.0216,0.0363,0.0192,0.375,2
0.0221,0.0374,0.0194,0.3978,2
0.0237,0.0397,0.0208,0.4112,2
0.0212,0.0351,0.0193,0.3627,2
0.0204,0.0348,0.0182,0.3662,2
0.0233,0.0412,0.0203,0.3794,2
0.0244,0.0427,0.0209,0.4077,2
0.0261,0.0439,0.0224,0.4003,2
0.028,0.0461,0.0235,0.3948,2
0.0262,0.0431,0.0223,0.3853,2
0.0272,0.0423,0.0213,0.3711,2
0.0263,0.0408,0.0214,0.3581,2
0.0254,0.0381,0.0208,0.3536,2
0.0211,0.0349,0.0185,0.3493,2
0.0405,0.0505,0.0339,0.2925,2
0.0209,0.0369,0.019,0.3471,2
0.02,0.0362,0.0182,0.3625,2
0.0209,0.0371,0.019,0.3668,2
0.0219,0.0392,0.0202,0.3617,2
0.0218,0.0377,0.0193,0.3583,2
0.0197,0.0359,0.018,0.3599,2
0.0224,0.0368,0.019,0.3527,2
0.0226,0.0395,0.0201,0.3668,2
0.0216,0.0365,0.0195,0.3589,2
0.0214,0.0364,0.0191,0.3747,2
0.0213,0.0374,0.0188,0.3817,2
0.0208,0.0362,0.0176,0.3763,2
0.0202,0.0361,0.0187,0.3797,2
0.0204,0.0377,0.019,0.399,2
0.0218,0.0371,0.019,0.3727,2
0.0212,0.0362,0.0187,0.3723,2
0.0294,0.0424,0.0236,0.3665,2
0.0691,0.0761,0.047,0.3731,2
0.0417,0.0526,0.0284,0.3422,2
0.0267,0.0396,0.0207,0.3467,2
0.0253,0.0387,0.02,0.341,2
0.0229,0.0381,0.02,0.3551,2
0.0224,0.0371,0.0187,0.3613,2
0.02,0.0367,0.0184,0.3845,2
0.0206,0.0362,0.0186,0.3756,2
0.0204,0.0363,0.0189,0.3778,2
0.0203,0.0352,0.0181,0.379,2
0.0201,0.0361,0.0192,0.3842,2
0.02,0.0346,0.0184,0.3737,2
0.0193,0.034,0.0186,0.3693,2
0.0211,0.0356,0.0185,0.3657,2
0.0215,0.0369,0.0197,0.3869,2
0.0221,0.0406,0.0216,0.4328,2
0.0235,0.0366,0.0202,0.3684,2
0.021,0.0358,0.0197,0.3573,2
0.021,0.0357,0.0188,0.3657,2
0.0227,0.0391,0.02,0.394,2
0.0203,0.0351,0.0183,0.3764,2
0.021,0.0367,0.0195,0.3917,2
0.0224,0.0391,0.0204,0.4091,2
0.0215,0.0421,0.0207,0.4785,2
0.0205,0.0411,0.0202,0.4672,2
0.0276,0.0408,0.0228,0.3759,2
0.0358,0.046,0.0273,0.3763,2
0.0381,0.0493,0.0284,0.372,2
0.0228,0.0381,0.0197,0.3694,2
0.0219,0.038,0.0194,0.374,2
0.0231,0.0407,0.0206,0.3844,2
0.0254,0.0432,0.0225,0.3868,2
0.0262,0.0442,0.0226,0.41,2
0.0247,0.0448,0.0216,0.4067,2
0.0286,0.0484,0.0236,0.4068,2
0.0308,0.0471,0.0246,0.4031,2
0.0219,0.0374,0.0189,0.3677,2
0.0285,0.0446,0.0252,0.3328,2
0.0316,0.0448,0.0268,0.3314,2
0.0211,0.0361,0.0183,0.3671,2
0.0213,0.0374,0.0191,0.3669,2
0.0214,0.0383,0.0188,0.3658,2
0.0237,0.0396,0.0204,0.3609,2
0.0222,0.0387,0.0196,0.3533,2
0.0233,0.0374,0.0192,0.3458,2
0.0207,0.0365,0.0188,0.3604,2
0.0217,0.0386,0.0196,0.3634,2
0.0214,0.0364,0.0189,0.3504,2
0.0211,0.0355,0.0188,0.3593,2
0.0206,0.0349,0.0193,0.3613,2
0.0207,0.0354,0.0189,0.36,2
0.022,0.0389,0.0192,0.3872,2
0.0211,0.038,0.0192,0.3853,2
0.0427,0.0525,0.0309,0.3705,2
0.1284,0.1051,0.0738,0.3267,2
0.0663,0.0652,0.0421,0.3307,2
0.0241,0.04,0.0207,0.3584,2
0.0228,0.0387,0.0199,0.3553,2
0.0219,0.0363,0.0187,0.3511,2
0.0208,0.0355,0.0185,0.3515,2
0.0201,0.0341,0.0176,0.3593,2
0.0201,0.0356,0.0175,0.3655,2
0.0207,0.0366,0.0186,0.3845,2
0.0203,0.0364,0.0186,0.3893,2
0.0199,0.035,0.0181,0.3924,2
0.0199,0.0353,0.0187,0.3858,2
0.0199,0.0351,0.0184,0.3739,2
0.0203,0.0343,0.0181,0.367,2
0.0231,0.0391,0.0207,0.3991,2
0.0244,0.0467,0.0232,0.443,2
0.0216,0.0403,0.0202,0.3999,2
0.02,0.0353,0.0191,0.3654,2
0.0209,0.0355,0.0184,0.3612,2
0.0216,0.0382,0.0198,0.3785,2
0.0205,0.0351,0.0185,0.3726,2
0.0201,0.0356,0.0185,0.3687,2
0.0224,0.0381,0.0204,0.3909,2
0.0237,0.0444,0.0228,0.4735,2
0.0224,0.0427,0.0215,0.4657,2
0.0347,0.0498,0.0273,0.4457,2
0.0545,0.0604,0.0344,0.3993,2
0.0398,0.0511,0.0272,0.3725,2
0.0221,0.0365,0.0192,0.3609,2
0.0213,0.035,0.0187,0.3721,2
0.0207,0.0343,0.0182,0.3782,2
0.0205,0.036,0.0186,0.3733,2
0.0208,0.0371,0.0188,0.3637,2
0.0195,0.0337,0.019,0.3617,2
0.0214,0.0357,0.0187,0.3681,2
0.0242,0.0387,0.0198,0.3588,2
0.0213,0.0378,0.0187,0.3664,2
0.0202,0.0364,0.0185,0.3683,2
0.0296,0.0441,0.0242,0.3393,2
0.0303,0.0443,0.0253,0.3488,2
0.0215,0.0386,0.0193,0.371,2
0.0209,0.0381,0.0193,0.3652,2
0.021,0.0395,0.0201,0.3723,2
0.0208,0.0378,0.0193,0.3606,2
0.0207,0.0373,0.0192,0.3674,2
0.0213,0.0376,0.0196,0.3633,2
0.0206,0.0381,0.0192,0.3579,2
0.0208,0.0373,0.0187,0.3603,2
0.0209,0.0377,0.0194,0.3738,2
0.0199,0.0361,0.0188,0.3623,2
0.0201,0.0354,0.0188,0.3516,2
0.0231,0.0371,0.0197,0.3571,2
0.0684,0.069,0.0442,0.3596,2
0.1019,0.0872,0.0594,0.3176,2
0.0467,0.0514,0.0306,0.3542,2
0.0227,0.0396,0.019,0.4043,2
0.0258,0.0422,0.0211,0.3762,2
0.0263,0.0383,0.0207,0.3511,2
0.0238,0.0373,0.0196,0.35,2
0.0238,0.0369,0.0193,0.3524,2
0.0225,0.0358,0.0186,0.3549,2
0.0225,0.0367,0.0186,0.3585,2
0.0209,0.0371,0.0187,0.3798,2
0.0202,0.0372,0.0184,0.3942,2
0.0196,0.036,0.0181,0.3966,2
0.0197,0.0358,0.0182,0.3842,2
0.0198,0.0368,0.0183,0.377,2
0.0219,0.0386,0.0195,0.393,2
0.0264,0.0493,0.0243,0.4446,2
0.0231,0.0411,0.0209,0.3829,2
0.0211,0.036,0.0195,0.3499,2
0.0212,0.0365,0.0194,0.3715,2
0.0202,0.0361,0.0193,0.3812,2
0.021,0.0364,0.0191,0.3658,2
0.0213,0.0359,0.0193,0.3673,2
0.0203,0.0346,0.0191,0.3634,2
0.0215,0.0363,0.0199,0.3597,2
0.0353,0.048,0.027,0.4041,2
0.0462,0.0573,0.0321,0.4142,2
0.0413,0.054,0.0282,0.4225,2
0.0275,0.0488,0.0239,0.4804,2
0.0246,0.0447,0.022,0.4439,2
0.0218,0.0366,0.0193,0.3627,2
0.0207,0.0357,0.0195,0.3682,2
0.0215,0.0364,0.0192,0.3786,2
0.0211,0.0366,0.0198,0.374,2
0.0207,0.0356,0.0191,0.3729,2
0.0209,0.0355,0.0187,0.3668,2
0.0199,0.0352,0.0183,0.3623,2
0.0212,0.0357,0.0188,0.3649,2
0.0206,0.0367,0.0184,0.3668,2
0.0208,0.0381,0.0183,0.3765,2
0.021,0.0365,0.0186,0.3604,2
0.0298,0.0453,0.0252,0.3533,2
0.0299,0.0461,0.0259,0.3474,2
0.0215,0.0373,0.0195,0.3645,2
0.021,0.0368,0.0188,0.3606,2
0.0209,0.0385,0.0195,0.3632,2
0.0213,0.0383,0.0195,0.3632,2
0.0213,0.037,0.0188,0.358,2
0.021,0.0384,0.0197,0.3505,2
0.0209,0.0378,0.0191,0.3407,2
0.0214,0.0381,0.0193,0.3479,2
0.0214,0.0384,0.0196,0.3609,2
0.024,0.0387,0.0209,0.3567,2
0.0883,0.0814,0.0544,0.3461,2
0.1054,0.0904,0.0617,0.2993,2
0.0323,0.0433,0.0242,0.3657,2
0.0217,0.0389,0.0193,0.407,2
0.0229,0.0399,0.0199,0.3848,2
0.0228,0.0399,0.0203,0.3769,2
0.0228,0.0384,0.0197,0.3766,2
0.0241,0.0375,0.0199,0.3427,2
0.0242,0.0388,0.02,0.3496,2
0.0233,0.0374,0.019,0.3401,2
0.022,0.0377,0.0184,0.3703,2
0.0206,0.0389,0.0186,0.3927,2
0.0205,0.0391,0.0182,0.4045,2
0.0204,0.0367,0.0187,0.4049,2
0.0201,0.0356,0.0177,0.3891,2
0.0198,0.0365,0.018,0.3796,2
0.0204,0.0355,0.0183,0.3757,2
0.021,0.0374,0.0188,0.3727,2
0.0207,0.0357,0.0191,0.3731,2
0.0209,0.0356,0.0192,0.3751,2
0.0204,0.0351,0.0187,0.3824,2
0.0196,0.035,0.0183,0.3726,2
0.0233,0.0383,0.0203,0.366,2
0.0205,0.0352,0.0189,0.3724,2
0.0342,0.0446,0.026,0.3782,2
0.0471,0.0586,0.0334,0.3954,2
0.0355,0.0482,0.0253,0.3611,2
0.0259,0.045,0.0224,0.4317,2
0.0222,0.0449,0.0212,0.4918,2
0.0223,0.0457,0.0219,0.4828,2
0.0217,0.0368,0.0195,0.3872,2
0.0211,0.0357,0.0193,0.3678,2
0.0204,0.0354,0.0187,0.3738,2
0.0207,0.0348,0.019,0.374,2
0.0205,0.0351,0.0189,0.3692,2
0.0203,0.0341,0.0185,0.3642,2
0.0204,0.0343,0.0186,0.3639,2
0.02,0.034,0.0181,0.3686,2
0.0206,0.0355,0.0183,0.3627,2
0.0228,0.0389,0.0201,0.3843,2
0.0235,0.0381,0.0204,0.3601,2
0.0217,0.038,0.0191,0.3737,2
0.0213,0.0364,0.0184,0.3688,2
0.0196,0.0342,0.0171,0.3655,2
0.0206,0.0362,0.018,0.3742,2
0.0295,0.0457,0.0253,0.363,2
0.0323,0.0469,0.0277,0.3539,2
0.0215,0.039,0.0197,0.3698,2
0.0212,0.0395,0.0197,0.3699,2
0.022,0.0397,0.0198,0.3686,2
0.0214,0.0378,0.0193,0.3667,2
0.0214,0.0386,0.02,0.352,2
0.0209,0.0379,0.0194,0.3532,2
0.0216,0.0379,0.019,0.342,2
0.0216,0.0374,0.0192,0.3515,2
0.0544,0.0628,0.0382,0.3546,2
0.0988,0.0859,0.0582,0.3068,2
0.0288,0.0418,0.0229,0.3463,2
0.0224,0.0388,0.0201,0.3791,2
0.0216,0.0393,0.0192,0.4079,2
0.0222,0.0395,0.0193,0.3913,2
0.0217,0.0376,0.0188,0.3824,2
0.0215,0.0393,0.0191,0.3845,2
0.0319,0.0442,0.0243,0.3498,2
0.0219,0.0365,0.0191,0.3532,2
0.0208,0.0385,0.0193,0.3654,2
0.0205,0.0382,0.018,0.3886,2
0.0203,0.0403,0.0186,0.3968,2
0.0208,0.0374,0.018,0.3852,2
0.0213,0.0384,0.0194,0.398,2
0.0205,0.0361,0.0174,0.3959,2
0.0198,0.0362,0.0182,0.385,2
0.0209,0.0376,0.0185,0.4053,2
0.0197,0.036,0.018,0.3916,2
0.0203,0.0356,0.0182,0.3849,2
0.0208,0.0353,0.0182,0.3751,2
0.0203,0.0345,0.0181,0.3639,2
0.0203,0.0354,0.018,0.3752,2
0.0382,0.0485,0.0282,0.3815,2
0.0533,0.0607,0.0358,0.3775,2
0.0313,0.0456,0.024,0.3615,2
0.0213,0.0367,0.0198,0.368,2
0.0204,0.0356,0.0189,0.3812,2
0.0214,0.0368,0.0192,0.3761,2
0.0209,0.0385,0.0193,0.4102,2
0.0208,0.0358,0.0187,0.362,2
0.0206,0.0343,0.0184,0.3658,2
0.0205,0.0346,0.0186,0.3777,2
0.0202,0.0357,0.0188,0.3783,2
0.02,0.0345,0.0187,0.3782,2
0.02,0.0349,0.018,0.3641,2
0.02,0.0339,0.018,0.3683,2
0.02,0.0348,0.0185,0.365,2
0.0201,0.0346,0.0179,0.3605,2
0.0199,0.0375,0.0185,0.3787,2
0.0216,0.0371,0.0189,0.3839,2
0.0226,0.0372,0.0197,0.3696,2
0.0212,0.0356,0.0193,0.3585,2
0.0212,0.0356,0.0187,0.3627,2
0.0206,0.0348,0.018,0.366,2
0.0206,0.0354,0.018,0.3777,2
0.0207,0.0363,0.0185,0.3813,2
0.0217,0.0383,0.0195,0.3754,2
0.0303,0.0453,0.0259,0.3537,2
0.0311,0.0457,0.0266,0.3513,2
0.0214,0.0403,0.0201,0.3805,2
0.021,0.0392,0.0194,0.3659,2
0.0218,0.0392,0.0201,0.3695,2
0.0207,0.0388,0.0198,0.3527,2
0.0216,0.0392,0.0195,0.3543,2
0.0235,0.0407,0.0212,0.3589,2
0.0254,0.0432,0.0214,0.3572,2
0.0236,0.0401,0.0208,0.3598,2
0.025,0.0402,0.0217,0.3587,2
0.023,0.0388,0.0204,0.376,2
0.023,0.0393,0.0207,0.3863,2
0.0212,0.0384,0.019,0.3865,2
0.023,0.0403,0.0193,0.3979,2
0.0242,0.0397,0.0205,0.3953,2
0.0252,0.0384,0.0205,0.3571,2
0.0243,0.0387,0.0198,0.3549,2
0.0264,0.0414,0.0216,0.3646,2
0.0217,0.0401,0.0192,0.3859,2
0.0224,0.0407,0.0192,0.3919,2
0.0212,0.038,0.0186,0.3788,2
0.0206,0.0367,0.0181,0.3809,2
0.0202,0.0353,0.0184,0.387,2
0.0203,0.0363,0.0176,0.3951,2
0.0202,0.0377,0.018,0.4111,2
0.0201,0.0364,0.0186,0.3909,2
0.0196,0.0349,0.0185,0.3809,2
0.0211,0.0351,0.0181,0.3707,2
0.0201,0.0354,0.0184,0.3693,2
0.0418,0.0519,0.0303,0.3865,2
0.0566,0.0615,0.0369,0.3659,2
0.0396,0.049,0.0264,0.3453,2
0.0225,0.0375,0.0194,0.3634,2
0.0208,0.0361,0.019,0.3725,2
0.0196,0.0345,0.0184,0.372,2
0.0197,0.0346,0.0183,0.3667,2
0.0207,0.0352,0.0188,0.364,2
0.0205,0.0348,0.0183,0.3698,2
0.0205,0.0348,0.0186,0.3698,2
0.0204,0.0344,0.0183,0.3706,2
0.0202,0.0355,0.0194,0.3742,2
0.0205,0.0357,0.0188,0.3697,2
0.0215,0.0354,0.0186,0.3682,2
0.0205,0.0358,0.0184,0.368,2
0.0201,0.0349,0.018,0.3621,2
0.0197,0.035,0.0179,0.3614,2
0.0199,0.0349,0.0176,0.3619,2
0.0196,0.0372,0.0193,0.3867,2
0.021,0.0379,0.0193,0.3869,2
0.0223,0.0367,0.019,0.3601,2
0.0219,0.0367,0.0194,0.3781,2
0.0207,0.0358,0.0183,0.3745,2
0.0202,0.0373,0.0184,0.3798,2
0.0203,0.0365,0.0182,0.3753,2
0.0229,0.0388,0.0199,0.3764,2
0.0198,0.0361,0.018,0.3661,2
0.0204,0.0358,0.0185,0.3727,2
0.0212,0.0366,0.0184,0.3679,2
0.0295,0.0445,0.0252,0.3544,2
0.0311,0.0452,0.0267,0.3516,2
0.021,0.0369,0.0189,0.3681,2
0.0212,0.039,0.0197,0.369,2
0.0219,0.04,0.0199,0.3643,2
0.0241,0.0412,0.0215,0.3598,2
0.0558,0.0675,0.0443,0.3738,2
0.0256,0.0429,0.0227,0.3692,2
0.0224,0.0403,0.0206,0.3634,2
0.0213,0.0388,0.0195,0.3595,2
0.0221,0.039,0.0195,0.3721,2
0.0218,0.0394,0.0199,0.3794,2
0.0221,0.0382,0.0193,0.38,2
0.0242,0.0404,0.0202,0.3917,2
0.0263,0.0395,0.0209,0.3679,2
0.0252,0.0395,0.0204,0.3531,2
0.0256,0.0395,0.0208,0.3608,2
0.025,0.0401,0.0207,0.3664,2
0.0242,0.0405,0.0203,0.3704,2
0.0211,0.0396,0.0189,0.3832,2
0.0222,0.0393,0.0186,0.3849,2
0.0204,0.0371,0.0183,0.3897,2
0.0191,0.0352,0.0174,0.3781,2
0.0201,0.0366,0.0178,0.3837,2
0.0207,0.0362,0.0178,0.3916,2
0.0206,0.0379,0.0185,0.3921,2
0.0219,0.0373,0.0187,0.3735,2
0.0414,0.0518,0.0294,0.3808,2
0.0558,0.0666,0.0377,0.3928,2
0.0342,0.0476,0.0246,0.3629,2
0.0205,0.0371,0.0182,0.3694,2
0.0191,0.0345,0.0177,0.3763,2
0.0202,0.035,0.0186,0.3749,2
0.0203,0.0361,0.0185,0.3668,2
0.0192,0.0353,0.0181,0.3744,2
0.0196,0.0356,0.0181,0.3724,2
0.02,0.0347,0.0183,0.362,2
0.0201,0.0358,0.0184,0.374,2
0.0203,0.0341,0.0184,0.3704,2
0.0202,0.0337,0.0177,0.3686,2
0.02,0.0345,0.019,0.3739,2
0.0209,0.038,0.02,0.3904,2
0.0231,0.0425,0.0219,0.4295,2
0.021,0.0354,0.0184,0.3657,2
0.0202,0.0349,0.0187,0.3587,2
0.0195,0.0338,0.0177,0.3563,2
0.0198,0.0332,0.0174,0.3574,2
0.0205,0.0378,0.0182,0.3835,2
0.0198,0.0362,0.0181,0.3744,2
0.0197,0.0361,0.0185,0.387,2
0.0215,0.0375,0.0183,0.3758,2
0.0231,0.038,0.0198,0.3576,2
0.0209,0.0362,0.019,0.3654,2
0.0215,0.0367,0.0192,0.3557,2
0.0221,0.0372,0.0198,0.3578,2
0.0213,0.0383,0.019,0.3872,2
0.0205,0.0369,0.0182,0.3887,2
0.0215,0.0371,0.018,0.3765,2
0.0261,0.0407,0.0217,0.3709,2
0.023,0.0386,0.0201,0.3686,2
0.0214,0.0382,0.0195,0.3772,2
0.0282,0.0434,0.0244,0.3535,2
0.0325,0.0467,0.028,0.3519,2
0.0215,0.0378,0.0193,0.3628,2
0.0271,0.0445,0.0233,0.3628,2
0.0501,0.0633,0.0391,0.3814,2
0.0357,0.0519,0.0296,0.354,2
0.0233,0.0416,0.0215,0.3699,2
0.0216,0.0405,0.02,0.3674,2
0.0214,0.04,0.0193,0.3662,2
0.0212,0.0395,0.0195,0.3639,2
0.0214,0.0383,0.0194,0.366,2
0.023,0.0386,0.02,0.372,2
0.024,0.0388,0.0203,0.3605,2
0.0252,0.0382,0.0205,0.3597,2
0.0232,0.0381,0.0199,0.3607,2
0.0239,0.0378,0.0192,0.3505,2
0.0226,0.0382,0.0195,0.3683,2
0.0236,0.039,0.0199,0.368,2
0.0237,0.0402,0.0205,0.3756,2
0.0223,0.0391,0.0184,0.3766,2
0.0203,0.038,0.0182,0.3817,2
0.0207,0.036,0.0174,0.3709,2
0.0206,0.0371,0.0181,0.3702,2
0.0237,0.0401,0.0196,0.386,2
0.0438,0.0546,0.0302,0.3814,2
0.0479,0.0605,0.0315,0.3696,2
0.0289,0.0446,0.0213,0.366,2
0.0195,0.0357,0.0174,0.3736,2
0.0192,0.0361,0.0177,0.3911,2
0.0193,0.0369,0.0185,0.3873,2
0.0188,0.0352,0.0183,0.3828,2
0.0197,0.0354,0.0178,0.3805,2
0.0194,0.0341,0.0178,0.3713,2
0.0196,0.0343,0.0179,0.3608,2
0.0201,0.0351,0.0182,0.3691,2
0.0198,0.035,0.0182,0.3615,2
0.0201,0.0349,0.0183,0.3685,2
0.0204,0.0344,0.0184,0.372,2
0.0216,0.0347,0.0185,0.3714,2
0.0229,0.0398,0.0207,0.4103,2
0.0247,0.0482,0.0231,0.4925,2
0.0223,0.0481,0.0222,0.5073,2
0.0224,0.0382,0.0193,0.3857,2
0.019,0.0328,0.0172,0.3569,2
0.02,0.0338,0.0178,0.3621,2
0.019,0.0354,0.0181,0.4231,2
0.02,0.0346,0.0179,0.3997,2
0.0201,0.0368,0.0183,0.3989,2
0.0203,0.0358,0.0181,0.3871,2
0.0203,0.0356,0.0191,0.3815,2
0.0227,0.0383,0.0202,0.3664,2
0.0222,0.0352,0.019,0.3552,2
0.0206,0.0358,0.0183,0.3672,2
0.0207,0.0366,0.0186,0.3682,2
0.02,0.035,0.0184,0.3679,2
0.0215,0.0373,0.0194,0.3768,2
0.0206,0.0362,0.0183,0.3786,2
0.0196,0.0381,0.0186,0.3818,2
0.022,0.0397,0.0193,0.3652,2
0.021,0.038,0.0191,0.361,2
0.0202,0.0375,0.0184,0.3713,2
0.0209,0.0373,0.0194,0.3647,2
0.0333,0.047,0.0269,0.3606,2
0.0556,0.0644,0.0438,0.3232,2
0.0644,0.0742,0.0495,0.3754,2
0.0372,0.051,0.03,0.3557,2
0.0224,0.0399,0.0202,0.3727,2
0.0213,0.0397,0.0196,0.3647,2
0.0224,0.0405,0.0205,0.3659,2
0.0211,0.0402,0.02,0.3725,2
0.0227,0.0407,0.0201,0.3606,2
