B04,B03,B02,B8A,label
0.0238,0.0409,0.0207,0.3537,2
0.0221,0.0374,0.019,0.3612,2
0.0221,0.0386,0.019,0.3625,2
0.0223,0.0364,0.019,0.3535,2
0.0229,0.0372,0.0194,0.3505,2
0.0222,0.0374,0.0188,0.3763,2
0.022,0.037,0.0183,0.3606,2
0.0218,0.0376,0.0184,0.3521,2
0.0276,0.0409,0.021,0.3497,2
0.0237,0.0386,0.0195,0.3628,2
0.021,0.037,0.0179,0.3709,2
0.0273,0.0413,0.0207,0.3734,2
0.0518,0.0625,0.0356,0.3792,2
0.0475,0.0588,0.0319,0.3677,2
0.0367,0.0479,0.0256,0.3395,2
0.0211,0.0365,0.0188,0.3514,2
0.0196,0.0362,0.0178,0.3788,2
0.0199,0.0353,0.0176,0.3888,2
0.0191,0.0349,0.0167,0.3782,2
0.0192,0.0348,0.0172,0.3748,2
0.0192,0.0368,0.0171,0.3845,2
0.0192,0.0347,0.0174,0.3781,2
0.0185,0.035,0.0181,0.3711,2
0.0201,0.0352,0.0192,0.368,2
0.0206,0.0353,0.0185,0.3664,2
0.0197,0.0347,0.0184,0.3638,2
0.0201,0.0364,0.0184,0.3635,2
0.0205,0.0353,0.0184,0.3716,2
0.0213,0.0366,0.0189,0.3768,2
0.0222,0.0461,0.0217,0.502,2
0.0207,0.042,0.0193,0.4787,2
0.0191,0.0375,0.018,0.3971,2
0.019,0.0345,0.0179,0.3705,2
0.0201,0.0338,0.018,0.3672,2
0.0182,0.0326,0.0169,0.3791,2
0.0175,0.033,0.0167,0.4307,2
0.0178,0.0336,0.0169,0.4382,2
0.0189,0.032,0.0165,0.4282,2
0.0194,0.0329,0.0167,0.4147,2
0.02,0.0343,0.0184,0.3873,2
0.0198,0.0356,0.0183,0.3942,2
0.0206,0.0346,0.018,0.3633,2
0.0201,0.0345,0.0178,0.3668,2
0.021,0.0361,0.0184,0.3753,2
0.0195,0.0356,0.0181,0.3731,2
0.0207,0.0369,0.0187,0.3732,2
0.0217,0.0375,0.0195,0.3746,2
0.021,0.0369,0.0196,0.3606,2
0.0197,0.0364,0.0179,0.3741,2
0.0217,0.0389,0.0194,0.3622,2
0.0225,0.0404,0.0197,0.3489,2
0.022,0.0401,0.0201,0.3585,2
0.0235,0.0398,0.021,0.3651,2
0.0283,0.0444,0.0226,0.3698,2
0.0283,0.0438,0.0252,0.3727,2
0.0358,0.0498,0.0288,0.3441,2
0.0226,0.0388,0.02,0.3559,2
0.021,0.0383,0.0194,0.3565,2
0.0222,0.0394,0.02,0.3572,2
0.0223,0.0408,0.0205,0.3678,2
0.0233,0.0412,0.0208,0.3691,2
0.0233,0.0419,0.0209,0.3764,2
0.0217,0.0385,0.0189,0.347,2
0.0246,0.0405,0.0203,0.3448,2
0.0246,0.0394,0.0206,0.3414,2
0.0232,0.0378,0.0195,0.3384,2
0.0215,0.0375,0.0181,0.3623,2
0.0216,0.0366,0.0183,0.3702,2
0.0233,0.0375,0.0188,0.3565,2
0.0228,0.0362,0.0181,0.3572,2
0.0253,0.0386,0.0194,0.3478,2
0.0308,0.0413,0.0228,0.3386,2
0.0493,0.057,0.0329,0.3718,2
0.0548,0.0623,0.0351,0.3666,2
0.031,0.0464,0.0228,0.3742,2
0.0231,0.0385,0.0196,0.3602,2
0.0207,0.037,0.0188,0.3778,2
0.021,0.0374,0.0187,0.3831,2
0.0205,0.037,0.0186,0.3891,2
0.0192,0.0355,0.0169,0.3813,2
0.0188,0.0363,0.0173,0.3833,2
0.019,0.0351,0.0168,0.3873,2
0.0192,0.0349,0.017,0.3824,2
0.0195,0.0353,0.0177,0.374,2
0.0185,0.0356,0.0179,0.3709,2
0.0187,0.0336,0.0173,0.3704,2
0.0214,0.0357,0.0181,0.3651,2
0.0199,0.0354,0.0188,0.3635,2
0.0202,0.0365,0.0182,0.3553,2
0.0206,0.0357,0.0179,0.3681,2
0.0203,0.036,0.0184,0.3814,2
0.02,0.0388,0.019,0.4104,2
0.0189,0.0344,0.0165,0.3813,2
0.0196,0.0348,0.0173,0.3727,2
0.0193,0.0331,0.0175,0.3666,2
0.0196,0.0337,0.0178,0.3618,2
0.0189,0.0343,0.0171,0.3706,2
0.0195,0.0358,0.0181,0.433,2
0.0182,0.0328,0.0172,0.4247,2
0.0202,0.0357,0.0183,0.3892,2
0.0178,0.0323,0.0166,0.4401,2
0.0178,0.0318,0.0175,0.448,2
0.0175,0.0316,0.0166,0.442,2
0.0173,0.0309,0.0166,0.4192,2
0.0199,0.0349,0.0181,0.4016,2
0.0219,0.0359,0.0193,0.3786,2
0.0215,0.0349,0.0192,0.3647,2
0.0199,0.0332,0.0178,0.3596,2
0.0212,0.0362,0.0191,0.3606,2
0.0204,0.0357,0.0187,0.3723,2
0.0212,0.0353,0.0185,0.3639,2
0.0208,0.0361,0.0187,0.3667,2
0.0221,0.0391,0.0202,0.3817,2
0.0214,0.0406,0.0198,0.3816,2
0.0211,0.0406,0.0196,0.374,2
0.0227,0.0406,0.0201,0.3689,2
0.0243,0.0412,0.0214,0.3675,2
0.0258,0.0417,0.0224,0.3823,2
0.0205,0.0364,0.018,0.3861,2
0.026,0.0407,0.0221,0.3812,2
0.0269,0.0428,0.0243,0.3433,2
0.0209,0.0362,0.0186,0.3551,2
0.0217,0.0377,0.0188,0.3537,2
0.0262,0.0413,0.0221,0.3534,2
0.044,0.055,0.0329,0.358,2
0.0359,0.0507,0.0281,0.3098,2
0.0434,0.0572,0.0329,0.2649,2
0.0449,0.0573,0.0322,0.2601,2
0.0446,0.0553,0.0327,0.2793,2
0.0411,0.0508,0.0302,0.3322,2
0.0215,0.0367,0.0182,0.3666,2
0.0211,0.0362,0.0183,0.3562,2
0.021,0.035,0.0175,0.3541,2
0.0215,0.0365,0.0185,0.3511,2
0.023,0.0356,0.0185,0.3395,2
0.0252,0.038,0.0198,0.3505,2
0.0373,0.0477,0.0259,0.357,2
0.024,0.0417,0.02,0.3786,2
0.0226,0.0408,0.0196,0.3853,2
0.0212,0.0374,0.0192,0.3659,2
0.0205,0.036,0.0176,0.3868,2
0.0204,0.0363,0.018,0.3845,2
0.0191,0.0344,0.0175,0.3707,2
0.0191,0.0358,0.0175,0.3819,2
0.019,0.0353,0.0169,0.3649,2
0.0189,0.0354,0.017,0.3735,2
0.0193,0.0354,0.0176,0.3722,2
0.0198,0.036,0.0184,0.364,2
0.0191,0.035,0.0177,0.3602,2
0.0183,0.0345,0.0173,0.3577,2
0.0192,0.0354,0.0171,0.3604,2
0.0211,0.0368,0.0184,0.3716,2
0.0197,0.0362,0.0173,0.3765,2
0.0184,0.0347,0.0167,0.3927,2
0.0199,0.0353,0.0177,0.3777,2
0.0214,0.0404,0.0191,0.4308,2
0.0231,0.0432,0.0201,0.4259,2
0.0189,0.0351,0.0176,0.3763,2
0.0191,0.0335,0.0177,0.3699,2
0.0192,0.0343,0.0177,0.3653,2
0.0185,0.0353,0.0171,0.4051,2
0.0207,0.0395,0.0188,0.4449,2
0.0194,0.0362,0.0174,0.4281,2
0.0192,0.0366,0.019,0.3997,2
0.0184,0.0339,0.0179,0.3897,2
0.0176,0.0311,0.0171,0.448,2
0.0175,0.0304,0.0164,0.4381,2
0.0173,0.031,0.016,0.4241,2
0.0176,0.0311,0.0168,0.4398,2
0.0175,0.0303,0.0166,0.4457,2
0.0205,0.0335,0.0184,0.4442,2
0.0216,0.0353,0.0189,0.3861,2
0.0202,0.0341,0.0175,0.3641,2
0.0206,0.0346,0.0184,0.3567,2
0.0204,0.0353,0.0184,0.3643,2
0.0218,0.037,0.0193,0.3778,2
0.0207,0.0383,0.0185,0.3776,2
0.0239,0.041,0.0214,0.3784,2
0.0213,0.0391,0.0192,0.3848,2
0.0196,0.0381,0.0177,0.3825,2
0.0206,0.0379,0.0184,0.3726,2
0.0232,0.0403,0.02,0.368,2
0.0202,0.0365,0.0187,0.3743,2
0.0207,0.0355,0.0177,0.3746,2
0.0203,0.0345,0.018,0.3646,2
0.0248,0.0404,0.0213,0.3524,2
0.0287,0.043,0.0241,0.3332,2
0.0214,0.0375,0.0193,0.3499,2
0.0342,0.0474,0.0258,0.352,2
0.1252,0.119,0.08,0.1942,2
0.074,0.0831,0.0504,0.0353,2
0.0723,0.0816,0.0492,0.0278,2
0.069,0.0799,0.0473,0.0336,2
0.0705,0.081,0.0488,0.0348,2
0.0628,0.0717,0.043,0.2504,2
0.023,0.0379,0.0196,0.3657,2
0.0223,0.0359,0.0184,0.3585,2
0.0213,0.0344,0.0177,0.355,2
0.0211,0.0363,0.0183,0.3541,2
0.0217,0.035,0.0181,0.3493,2
0.024,0.0369,0.0187,0.362,2
0.0226,0.0372,0.0186,0.3642,2
0.0246,0.0368,0.0195,0.3645,2
0.0209,0.0376,0.0175,0.383,2
0.0201,0.0352,0.0173,0.3725,2
0.0188,0.0334,0.017,0.3673,2
0.02,0.0348,0.0176,0.3746,2
0.02,0.0355,0.017,0.3758,2
0.0189,0.0347,0.0172,0.3614,2
0.0187,0.0346,0.0173,0.3737,2
0.0186,0.0347,0.0168,0.3693,2
0.0189,0.0348,0.0174,0.3816,2
0.0192,0.0345,0.0169,0.3845,2
0.019,0.0337,0.0169,0.3749,2
0.0189,0.0348,0.0172,0.3728,2
0.0191,0.0344,0.0167,0.3738,2
0.0199,0.035,0.0168,0.3872,2
0.0202,0.0362,0.0175,0.3764,2
0.0225,0.0377,0.0191,0.3826,2
0.0187,0.035,0.0171,0.3951,2
0.0198,0.0352,0.0182,0.3788,2
0.021,0.0363,0.0184,0.4105,2
0.0177,0.0329,0.0175,0.4299,2
0.0177,0.0315,0.0164,0.4303,2
0.018,0.031,0.0167,0.4328,2
0.0172,0.0315,0.0167,0.425,2
0.017,0.0311,0.0166,0.4325,2
0.0173,0.0302,0.0167,0.4456,2
0.0173,0.0308,0.0161,0.4421,2
0.0191,0.0326,0.0176,0.4451,2
0.0198,0.0338,0.0177,0.4288,2
0.0211,0.0344,0.0177,0.3638,2
0.0204,0.0343,0.0181,0.3616,2
0.0204,0.0377,0.0185,0.3883,2
0.023,0.0396,0.0199,0.3758,2
0.0217,0.0391,0.0198,0.3789,2
0.0215,0.0395,0.0192,0.3695,2
0.0199,0.037,0.0184,0.3705,2
0.0204,0.0376,0.0182,0.383,2
0.0244,0.0399,0.0217,0.3683,2
0.0214,0.0371,0.0193,0.3605,2
0.0214,0.0361,0.0191,0.3679,2
0.0229,0.0361,0.0189,0.3545,2
0.0197,0.0341,0.0175,0.3516,2
0.0205,0.0356,0.0189,0.3626,2
0.0272,0.0417,0.0225,0.3545,2
0.0282,0.0429,0.0236,0.3357,2
0.0223,0.0392,0.0204,0.3698,2
0.0585,0.0699,0.0405,0.2236,2
0.0714,0.0811,0.0477,0.0576,2
0.0453,0.0578,0.0321,0.1957,2
0.0299,0.0453,0.0231,0.3204,2
0.0435,0.0588,0.0316,0.2345,2
0.0465,0.0586,0.0331,0.3422,2
0.0209,0.0366,0.0185,0.3701,2
0.0205,0.0373,0.0183,0.3734,2
0.0203,0.0374,0.0179,0.3635,2
0.0207,0.0368,0.0181,0.355,2
0.0204,0.0351,0.0178,0.3682,2
0.0212,0.0355,0.0177,0.36,2
0.0192,0.0335,0.016,0.3583,2
0.0204,0.0346,0.0171,0.3537,2
0.0221,0.0364,0.0181,0.372,2
0.0197,0.0345,0.0176,0.368,2
0.02,0.0367,0.0177,0.379,2
0.0197,0.0353,0.0173,0.3776,2
0.0189,0.0362,0.0168,0.3749,2
0.0193,0.0354,0.0174,0.3641,2
0.0189,0.0356,0.0171,0.3663,2
0.0184,0.0352,0.0172,0.3766,2
0.0185,0.0361,0.0173,0.38,2
0.0217,0.0339,0.0183,0.3017,2
0.0203,0.035,0.0181,0.3734,2
0.0195,0.0357,0.0174,0.4203,2
0.0198,0.0355,0.0176,0.4069,2
0.0204,0.0339,0.0179,0.3728,2
0.0231,0.0372,0.0196,0.3341,2
0.025,0.0392,0.0211,0.3328,2
0.0208,0.0358,0.0186,0.4123,2
0.0173,0.0313,0.0166,0.424,2
0.0168,0.0322,0.0164,0.4308,2
0.017,0.0317,0.0166,0.433,2
0.0173,0.0318,0.0164,0.4334,2
0.0206,0.0351,0.0182,0.4167,2
0.0219,0.0354,0.0196,0.3804,2
0.0208,0.0349,0.0178,0.3792,2
0.0201,0.0347,0.018,0.3777,2
0.0213,0.0362,0.0182,0.3797,2
0.0207,0.0368,0.0191,0.3698,2
0.0221,0.0374,0.0194,0.3482,2
0.0218,0.0371,0.0201,0.3535,2
0.0223,0.0384,0.0195,0.3615,2
0.0222,0.0382,0.0196,0.3793,2
0.0222,0.0399,0.0197,0.3846,2
0.0252,0.0411,0.0216,0.3818,2
0.026,0.0411,0.0221,0.3738,2
0.0267,0.0423,0.0222,0.3821,2
0.0272,0.0416,0.0215,0.3635,2
0.0235,0.038,0.0207,0.3323,2
0.0213,0.0356,0.0188,0.3595,2
0.0197,0.0344,0.018,0.3522,2
0.0279,0.0418,0.0238,0.3454,2
0.029,0.0433,0.0247,0.3388,2
0.0229,0.038,0.0201,0.3439,2
0.0249,0.0411,0.021,0.3526,2
0.0246,0.0396,0.0198,0.3555,2
0.0232,0.0401,0.0204,0.368,2
0.0234,0.0394,0.0201,0.3685,2
0.0217,0.0383,0.0199,0.3703,2
0.021,0.0377,0.019,0.3763,2
0.0212,0.0372,0.0181,0.3573,2
0.0217,0.0364,0.0189,0.365,2
0.0211,0.0366,0.018,0.3669,2
0.021,0.0362,0.0183,0.3761,2
0.0201,0.0359,0.0182,0.3482,2
0.0206,0.0367,0.0179,0.3629,2
0.0185,0.0349,0.0167,0.3745,2
0.0222,0.0366,0.0181,0.358,2
0.0208,0.0364,0.0186,0.3677,2
0.0265,0.04,0.0208,0.329,2
0.0314,0.0449,0.0227,0.3459,2
0.027,0.0407,0.021,0.3935,2
0.0188,0.0337,0.0167,0.4312,2
0.0176,0.0327,0.0169,0.4427,2
0.0197,0.0351,0.0174,0.3911,2
0.0224,0.0364,0.0183,0.3866,2
0.0245,0.0385,0.0203,0.2929,2
0.0237,0.0389,0.0209,0.297,2
0.0251,0.0378,0.021,0.2703,2
0.0222,0.0357,0.02,0.3348,2
0.0184,0.0322,0.0169,0.3998,2
0.0172,0.031,0.0172,0.4209,2
0.0203,0.0361,0.0187,0.4329,2
0.0244,0.0394,0.0196,0.3228,2
0.0224,0.0355,0.0197,0.3493,2
0.0211,0.0362,0.0182,0.3916,2
0.0198,0.0383,0.0182,0.4021,2
0.0204,0.0361,0.0182,0.3732,2
0.0216,0.0383,0.0194,0.3654,2
0.0217,0.0382,0.0206,0.347,2
0.022,0.0387,0.02,0.3669,2
0.0226,0.0393,0.0199,0.3789,2
0.0232,0.0397,0.021,0.365,2
0.0367,0.0505,0.0291,0.3695,2
0.0223,0.0378,0.0194,0.3753,2
0.0245,0.0401,0.0215,0.3672,2
0.0233,0.0432,0.0208,0.4179,2
0.0257,0.0469,0.0227,0.4199,2
0.0243,0.0387,0.021,0.3511,2
0.0213,0.0361,0.0186,0.3531,2
0.0215,0.0359,0.0185,0.35,2
0.0244,0.0366,0.0198,0.3411,2
0.0282,0.0415,0.0234,0.3247,2
0.0298,0.0428,0.0248,0.3267,2
0.0213,0.0371,0.0196,0.3556,2
0.0205,0.0369,0.0186,0.3644,2
0.0214,0.0378,0.0193,0.3608,2
0.0215,0.0398,0.0192,0.3704,2
0.0206,0.0373,0.0184,0.3648,2
0.0207,0.0375,0.0183,0.3674,2
0.0215,0.039,0.0184,0.3669,2
0.0212,0.0375,0.0183,0.3589,2
0.0227,0.0386,0.0191,0.3733,2
0.0556,0.0594,0.0381,0.316,2
0.0531,0.0596,0.0374,0.3116,2
0.0335,0.0486,0.0255,0.3443,2
0.0253,0.0431,0.0217,0.3816,2
0.0244,0.0424,0.0208,0.4398,2
0.0205,0.0361,0.0191,0.4377,2
0.0202,0.0343,0.0178,0.3869,2
0.0203,0.0355,0.0186,0.4205,2
0.0227,0.0395,0.02,0.368,2
0.0254,0.0382,0.0209,0.2645,2
0.0262,0.0379,0.0218,0.2327,2
0.0258,0.0391,0.0219,0.2341,2
0.0252,0.0384,0.022,0.2699,2
0.0191,0.0341,0.0187,0.372,2
0.0194,0.0329,0.0173,0.4088,2
0.0224,0.0343,0.0191,0.3471,2
0.0194,0.0346,0.0183,0.3854,2
0.0198,0.0369,0.0185,0.3889,2
0.0202,0.0361,0.0175,0.3786,2
0.0208,0.0364,0.0182,0.3907,2
0.0217,0.0373,0.0191,0.3914,2
0.0221,0.0388,0.0198,0.3881,2
0.0221,0.0382,0.0192,0.3855,2
0.0255,0.0403,0.0219,0.3568,2
0.0307,0.0445,0.0249,0.3449,2
0.0279,0.0399,0.0219,0.3253,2
0.0232,0.036,0.0198,0.3584,2
0.0243,0.0392,0.0209,0.3645,2
0.027,0.0401,0.0225,0.3056,2
0.0286,0.0431,0.0229,0.352,2
0.0221,0.0367,0.0188,0.3638,2
0.0228,0.0364,0.0195,0.3627,2
0.0244,0.0385,0.0215,0.3319,2
0.0217,0.036,0.0187,0.3485,2
0.022,0.0361,0.019,0.3486,2
0.0274,0.042,0.0228,0.3303,2
0.0304,0.0442,0.0255,0.3308,2
0.0231,0.0385,0.0199,0.3577,2
0.0214,0.0391,0.0186,0.367,2
0.0211,0.0403,0.0191,0.3734,2
0.0212,0.038,0.0193,0.3598,2
0.024,0.0365,0.0184,0.3638,2
0.021,0.0358,0.0174,0.3823,2
0.0269,0.0391,0.0207,0.3581,2
0.0492,0.0556,0.0343,0.3239,2
0.0559,0.0622,0.0386,0.3202,2
0.0409,0.054,0.0306,0.3681,2
0.0252,0.04,0.0215,0.3254,2
0.0246,0.0396,0.0208,0.3667,2
0.0214,0.0382,0.0192,0.404,2
0.0234,0.0369,0.0197,0.3295,2
0.0283,0.0386,0.0219,0.2252,2
0.0273,0.0387,0.0221,0.2216,2
0.0264,0.0401,0.0223,0.2295,2
0.0261,0.0391,0.0222,0.2449,2
0.0253,0.038,0.0215,0.2527,2
0.0234,0.037,0.0207,0.3085,2
0.0199,0.0346,0.0184,0.3874,2
0.02,0.0374,0.0198,0.3775,2
0.0204,0.0362,0.0188,0.3749,2
0.0207,0.0369,0.0187,0.394,2
0.0213,0.036,0.0192,0.3675,2
0.0219,0.0364,0.0188,0.3723,2
0.0226,0.0373,0.0196,0.3878,2
0.0222,0.0382,0.0197,0.3776,2
0.026,0.0404,0.0229,0.3704,2
0.0333,0.0445,0.0254,0.3392,2
0.0266,0.039,0.0217,0.354,2
0.023,0.0375,0.0199,0.3512,2
0.0256,0.0397,0.0216,0.3499,2
0.0268,0.0415,0.0222,0.3198,2
0.0234,0.039,0.0198,0.3607,2
0.0218,0.0376,0.0197,0.3713,2
0.0233,0.0385,0.0198,0.3649,2
0.0233,0.037,0.0201,0.333,2
0.0207,0.0355,0.0181,0.3604,2
0.023,0.0374,0.0199,0.3462,2
0.0223,0.0371,0.0193,0.3475,2
0.0268,0.0409,0.0228,0.3308,2
0.0289,0.043,0.0248,0.337,2
0.0215,0.0389,0.0194,0.3557,2
0.0254,0.0379,0.0192,0.347,2
0.025,0.037,0.0191,0.3607,2
0.0237,0.0378,0.0195,0.3623,2
0.0246,0.0368,0.0198,0.361,2
0.022,0.0352,0.0179,0.3623,2
0.0347,0.0445,0.0257,0.3538,2
0.0533,0.0597,0.037,0.3214,2
0.05,0.0564,0.0364,0.3143,2
0.0302,0.0413,0.0241,0.3302,2
0.0274,0.0395,0.0219,0.2819,2
0.027,0.0384,0.0219,0.2368,2
0.0267,0.0385,0.0219,0.2246,2
0.0275,0.0398,0.022,0.2379,2
0.0256,0.0386,0.0221,0.2518,2
0.0255,0.039,0.0223,0.2558,2
0.0244,0.0378,0.0212,0.2742,2
0.0218,0.0373,0.02,0.3822,2
0.0217,0.036,0.0188,0.3648,2
0.0225,0.0368,0.0196,0.3686,2
0.0213,0.0357,0.019,0.3625,2
0.0226,0.0369,0.0198,0.3634,2
0.0228,0.0355,0.0184,0.3558,2
0.0238,0.0372,0.0196,0.3672,2
0.0207,0.0368,0.0188,0.3565,2
0.0302,0.0442,0.0246,0.364,2
0.0284,0.0429,0.0227,0.3563,2
0.025,0.0386,0.021,0.3402,2
0.0231,0.0375,0.0197,0.3529,2
0.0249,0.0385,0.0202,0.3524,2
0.0282,0.0426,0.0228,0.3831,2
0.0248,0.039,0.0208,0.3722,2
0.0227,0.0386,0.0197,0.3749,2
0.0293,0.0419,0.0228,0.3554,2
0.0268,0.0396,0.0218,0.338,2
0.0248,0.0414,0.0215,0.368,2
0.021,0.035,0.0185,0.3475,2
0.0219,0.0358,0.0185,0.3462,2
0.0212,0.0358,0.0188,0.3469,2
0.0242,0.0387,0.0192,0.3709,2
0.0231,0.0363,0.0185,0.3612,2
0.0235,0.0358,0.0187,0.3508,2
0.0235,0.0365,0.019,0.3457,2
0.026,0.0381,0.0198,0.3449,2
0.023,0.0354,0.0189,0.3602,2
0.0225,0.0359,0.0192,0.3715,2
0.0221,0.0349,0.018,0.3739,2
0.0281,0.0392,0.0213,0.3716,2
0.0494,0.0561,0.0353,0.3305,2
0.0514,0.0594,0.0369,0.3143,2
0.0415,0.0516,0.0316,0.2591,2
0.028,0.0398,0.0231,0.2423,2
0.0275,0.0403,0.0226,0.2521,2
0.0257,0.0382,0.0221,0.2605,2
0.0249,0.0395,0.0223,0.2599,2
0.023,0.0374,0.02,0.3393,2
0.0214,0.0357,0.0189,0.3649,2
0.021,0.0364,0.0189,0.3738,2
0.0235,0.0367,0.0195,0.3481,2
0.0219,0.0358,0.0188,0.3467,2
0.0234,0.0367,0.0194,0.3485,2
0.0226,0.0359,0.019,0.3613,2
0.0221,0.0368,0.0191,0.3455,2
0.0239,0.0382,0.0204,0.3381,2
0.0225,0.038,0.0202,0.3678,2
0.0221,0.0361,0.0194,0.3463,2
0.0236,0.0386,0.0209,0.3392,2
0.025,0.0388,0.0213,0.3498,2
0.0249,0.0425,0.0212,0.3685,2
0.0242,0.0447,0.0216,0.4081,2
0.0248,0.0401,0.0216,0.3647,2
0.0261,0.0406,0.0211,0.3598,2
0.0294,0.0418,0.0227,0.3526,2
0.0352,0.0515,0.0267,0.3847,2
0.0236,0.0425,0.0206,0.3782,2
0.0213,0.0361,0.0179,0.3812,2
0.0234,0.0371,0.0193,0.3745,2
0.023,0.0357,0.0188,0.3524,2
0.0239,0.0385,0.02,0.3585,2
0.0254,0.0395,0.0211,0.3617,2
0.0284,0.0441,0.0227,0.3933,2
0.0254,0.0382,0.0208,0.3582,2
0.0224,0.0366,0.0188,0.3747,2
0.0206,0.0355,0.0186,0.407,2
0.0213,0.0367,0.0188,0.4156,2
0.0213,0.0371,0.0185,0.3764,2
0.0383,0.0496,0.029,0.3457,2
0.0512,0.0608,0.038,0.3154,2
0.0497,0.0582,0.0365,0.2766,2
0.0301,0.043,0.0251,0.2863,2
0.0239,0.0375,0.0207,0.2908,2
0.0208,0.0355,0.0191,0.3806,2
0.0206,0.036,0.0186,0.3661,2
0.021,0.0372,0.0186,0.3771,2
0.0228,0.0373,0.0195,0.3653,2
0.0232,0.0369,0.02,0.3547,2
0.0234,0.0373,0.0196,0.3519,2
0.0223,0.0364,0.0186,0.348,2
0.0222,0.036,0.0191,0.355,2
0.0249,0.0395,0.0211,0.358,2
0.0237,0.04,0.0207,0.3903,2
0.0231,0.0388,0.0199,0.3699,2
0.0225,0.0369,0.0195,0.3491,2
0.023,0.0373,0.0193,0.3534,2
0.0234,0.0384,0.0194,0.3474,2
0.0237,0.0379,0.0203,0.3446,2
0.0249,0.0374,0.021,0.3563,2
0.0243,0.0389,0.02,0.3688,2
0.0324,0.045,0.0248,0.353,2
0.029,0.0517,0.0252,0.4437,2
0.0218,0.0363,0.0186,0.3699,2
0.0249,0.0391,0.0201,0.3764,2
0.0226,0.0354,0.0174,0.3651,2
0.0218,0.0361,0.018,0.3652,2
0.0214,0.0376,0.0186,0.3818,2
0.0245,0.0425,0.0211,0.4041,2
0.025,0.0443,0.0219,0.4088,2
0.0223,0.0362,0.0194,0.3513,2
0.0223,0.0369,0.0187,0.3744,2
0.0229,0.0382,0.0194,0.3856,2
0.0204,0.0367,0.0192,0.4224,2
0.0197,0.036,0.019,0.4057,2
0.0228,0.0375,0.0203,0.3807,2
0.0212,0.0354,0.0193,0.3598,2
0.0282,0.0395,0.022,0.3332,2
0.0481,0.0578,0.0354,0.325,2
0.0501,0.0592,0.0368,0.3358,2
0.0306,0.0434,0.0254,0.3762,2
0.0217,0.0368,0.0188,0.388,2
0.0223,0.0387,0.0198,0.3793,2
0.0216,0.0356,0.0181,0.3573,2
0.0221,0.0375,0.0192,0.3536,2
0.0228,0.0378,0.0198,0.3466,2
0.0232,0.0369,0.0201,0.3536,2
0.0259,0.0394,0.0216,0.3461,2
0.0223,0.0396,0.02,0.3814,2
0.0232,0.0413,0.0205,0.3979,2
0.0242,0.0409,0.0204,0.392,2
0.0226,0.0384,0.0194,0.3795,2
0.0234,0.0379,0.0197,0.3546,2
0.0236,0.0372,0.0199,0.3387,2
0.0239,0.0395,0.0208,0.3532,2
0.0244,0.0363,0.0198,0.3505,2
0.0256,0.0401,0.0206,0.3687,2
0.028,0.0454,0.0228,0.3757,2
0.024,0.0483,0.0217,0.4636,2
0.0265,0.0414,0.0213,0.3619,2
0.0214,0.036,0.0181,0.3712,2
0.0213,0.0356,0.0177,0.3709,2
0.0206,0.0375,0.0185,0.375,2
0.0227,0.0386,0.0198,0.3795,2
0.0238,0.0427,0.0208,0.4059,2
0.022,0.0387,0.0195,0.3765,2
0.0222,0.0372,0.0186,0.3763,2
0.0223,0.0368,0.0189,0.3645,2
0.0215,0.0363,0.02,0.3813,2
0.0197,0.0352,0.0182,0.4203,2
0.0206,0.0375,0.0192,0.4213,2
0.0223,0.0392,0.0203,0.4149,2
0.0217,0.037,0.0195,0.4005,2
0.0227,0.0366,0.0194,0.3705,2
0.0236,0.0365,0.0202,0.3458,2
0.0269,0.0398,0.0218,0.3439,2
0.0428,0.0517,0.0322,0.3241,2
0.0492,0.0587,0.0359,0.3509,2
0.0427,0.0521,0.0319,0.3463,2
0.0249,0.0394,0.0213,0.3543,2
0.023,0.0387,0.0203,0.3538,2
0.0232,0.0384,0.02,0.3625,2
0.0221,0.0377,0.0197,0.368,2
0.0236,0.0383,0.0199,0.3723,2
0.0235,0.0405,0.02,0.397,2
0.0237,0.0408,0.0207,0.3902,2
0.0237,0.0398,0.0195,0.3877,2
0.0237,0.039,0.0196,0.3644,2
0.0246,0.0382,0.0204,0.3301,2
0.0235,0.0374,0.0213,0.3419,2
0.023,0.0371,0.0198,0.3531,2
0.023,0.0364,0.0192,0.3415,2
0.0219,0.0376,0.0195,0.3627,2
0.0233,0.0403,0.0197,0.3807,2
0.0215,0.0373,0.0184,0.3644,2
0.0229,0.0382,0.0195,0.3684,2
0.0221,0.0373,0.0187,0.3732,2
0.0205,0.0347,0.0178,0.3808,2
0.0207,0.0367,0.0185,0.3697,2
0.0223,0.0368,0.0191,0.3621,2
0.0232,0.0396,0.0194,0.383,2
0.0212,0.0364,0.0183,0.3559,2
0.0215,0.0369,0.0188,0.3822,2
0.0227,0.0371,0.0192,0.3522,2
0.0214,0.0367,0.0196,0.3627,2
0.0251,0.0429,0.0215,0.4006,2
0.0227,0.0406,0.0209,0.445,2
0.0222,0.0381,0.0202,0.4259,2
0.0218,0.0395,0.0203,0.4413,2
0.0203,0.0363,0.0187,0.4207,2
0.0215,0.0372,0.0191,0.4018,2
0.0266,0.0405,0.0227,0.3717,2
0.0238,0.0378,0.0199,0.3559,2
0.0219,0.0348,0.0185,0.3578,2
0.0327,0.044,0.0245,0.3318,2
0.0487,0.0576,0.0348,0.3166,2
0.0472,0.0551,0.0343,0.3348,2
